title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
Udta Punjab,80118002,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRmUD9uNp6hcE_Bf4MFVRUZXXg3qjO-3sBOZfrm0MrmB10qJXS76SaFdtOFIPVuUoIXm6mgejyf2UrUS1NNNg7RO8oy7ZeThiOY.webp?r=025,https://www.netflix.com/watch/80118002?tctx=8%2C26%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80118002%2C,"['Capricorns Activate Boss Mode', 'Award Winning Drama Movies', 'Award-Winning Films']",False,tt4434004,7.7,"32,640",2016,Not Rated,148 min,"Action, Crime, Drama",Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor",A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,21 wins & 39 nominations,https://m.media-amazon.com/images/M/MV5BN2I5YjhlYTctYzhmNy00NGVlLWJjNDEtYWJkYjViMDEzMWViXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.7,32640
Firefly Lane,80994340,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABZwTF69DhtKUFT0CYu65ylgqOU_rbDBx9qHqcXDHOIG3S4biYbRxMxmyjCh_18--riM6ox0IxGwtnOVDHKueHpH8pE7hhN2oSzE.jpg?r=514,https://www.netflix.com/watch/80994340?tctx=33%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80994340%2C,['Because you liked Gilmore Girls'],False,tt9012876,7.7,"39,762",2021–2023,TV-MA,N/A,"Drama, Romance",N/A,"Katherine Heigl, Sarah Chalke, Ben Lawson",Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.,7 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZDY3OWExOWEtMjI1Mi00NzQzLWE5ZTktZDM2Nzc4MjU3NjcwXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.7,39762
DOTA: Dragon's Blood,80994336,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUekUJrtTEjAuudhI_blQKgkTKo4HQBYU-ql7ZAkoynicurgTqen0JsICuWB6OhIKd2F2v9hGYwY09HBdt4PrcDWjIIvxV_63Ts.jpg?r=a4c,https://www.netflix.com/watch/80994336?tctx=34%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80994336%2C,"['Action TV', 'My List']",False,tt14069590,7.7,"23,281",2021–2022,TV-MA,1 min,"Animation, Action, Adventure",N/A,"Yuri Lowenthal, Lara Pulver, Troy Baker","After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",1 win total,https://m.media-amazon.com/images/M/MV5BMGQ2YjcwZDUtNDQ4YS00MThjLWJlMjYtZjkxMTYxNmU4MGY0XkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.7,23281
The Vampire Diaries,70143860,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYCilhppRZ4ZeXjONpRQK_FHsTA_hBsGcDw3tP7vKls1EXuhWD3nbch6PcSITBQaiwxmvO2pDUp0_ddhdmmxF-bksmJLnaP5JAA.webp?r=079,https://www.netflix.com/watch/70143860?tctx=2%2C1%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70143860%2C,"['Now Leaving Hawkins, Indiana']",False,tt1405406,7.7,"376,407",2009–2017,TV-14,43 min,"Drama, Fantasy, Horror",N/A,"Nina Dobrev, Paul Wesley, Ian Somerhalder","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",39 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMmNjOWQzYmYtNGYxOS00MjVkLTg1MWUtMTkzMGE0MDgwNzQ5XkEyXkFqcGc@._V1_SX300.jpg,,8,series,7.7,376407
Kung Fu Hustle,70020728,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABe_hOJ1xUMErcogSg8dL067E9jPasw4SYM3QfPLLLb4EQwj6kpaQ4taYdnF4zcFA5pNdK1qI6p2RB6TTWWdj5_gojFu_-b9TKD4.webp?r=40a,https://www.netflix.com/watch/70020728?tctx=35%2C19%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70020728%2C,['Award-Winning Films'],False,tt0373074,7.7,"160,826",2004,R,99 min,"Action, Comedy, Fantasy",Stephen Chow,"Stephen Chow, Wah Yuen, Qiu Yuen","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Nominated for 1 BAFTA Award25 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BNGU2OWVlM2ItZGZlOC00Yzk2LWE1NzEtMDYwMzE4YTE5MzQ2XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.7,160826
Happiness,81520295,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTxg7W5twG-XIQplDLObowOMWljg0aHdbdA1uDF6WYEFcaLmC274P9SJ90SktNp9yVG5j0wPtKCLGkmonmDvViSlMJyNReT0TBY.webp?r=e28,https://www.netflix.com/watch/81520295?tctx=2%2C20%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81520295%2C,"['Now Leaving Hawkins, Indiana', 'Horror TV Serials']",False,tt0147612,7.7,"78,716",1998,NC-17,134 min,"Comedy, Drama",Todd Solondz,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",12 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BNzczYzIyNGEtNWRlNi00NmU4LWI5YjgtNTFjMmUyMjhkOTBhXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.7,78716
Aranyak,81226180,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfR8DvLJNQ705sGkjdVfRAK1vb90dEYOUDi0bLkDfPGuJa3CiYDvt61uqis9MRAR7ZEn4VaQicXTvoc8lB6i_0EG4oqvzNi-n5g.jpg?r=ce0,https://www.netflix.com/watch/81226180?tctx=4%2C31%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81226180%2C,"['Criminal Investigation TV Shows', 'Award-Winning TV Shows']",False,tt14167344,7.7,"11,234",2021–,TV-MA,2 min,"Crime, Drama, Mystery",N/A,"Raveena Tandon, Parambrata Chattopadhyay, Ashutosh Rana","Political ploys, personal agendas and a beastly myth all surface as two mismatched hill station cops navigate a web of suspects after a puzzling murder.",14 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BYjg3MDU1NGQtMWI5ZC00NGEwLTk3NGUtNWE2ZmFhYmM4OTIxXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,11234
Ludo,81107576,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVOuUJwQX22zkfi3Fl_m7AnWWHT2OLULQPKmUpU9VwWiKfzVE7NWLucDyRE1SVJsiWbfZpybdZ_ovEWt5AYZ97FCjzPOxDtLJiI.jpg?r=8d0,https://www.netflix.com/watch/81107576?tctx=7%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81107576%2C,"['In a Mood', 'Capricorns Activate Boss Mode', 'Wanna Feel Like It’ll All Work Out?', 'Award Winning Drama Movies', 'Because you watched Dabba Cartel']",False,tt7212754,7.6,"45,011",2020,TV-MA,150 min,"Action, Comedy, Drama",Anurag Basu,"Rajkummar Rao, Pankaj Tripathi, Asha Negi","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",19 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BYmI3ZDU2ODQtODBjYy00NDZiLTg4ZWEtMjAzZDI1OTY1OGY4XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.6,45011
Superbad,70058023,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABT-_BPw18ibjGDR7ZA6JcGbrA-J7GaMdtjxDMQAl6WLnKzTXpSTfv8Q0uwi_bYoAtbDmYMbgLSObOoJopkZxyarxiDs03iC5oHU.webp?r=c6e,https://www.netflix.com/watch/70058023?tctx=27%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70058023%2C,['US Movies'],False,tt0829482,7.6,"682,160",2007,R,113 min,Comedy,Greg Mottola,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse",Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,11 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNjk0MzdlZGEtNTRkOC00ZDRiLWJkYjAtMzUzYTRiNzk1YTViXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.6,682160
Alias Grace,80119411,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWCRdzNxnvY6At8KGm6oTj_TDp9bJk82HKNmqMv3U454phbu0Ux6q0xrl9mO0HW1Wlkw0XN6MzzeKATMTyFsjmHL1z5Rof8eJ_k.jpg?r=a0a,https://www.netflix.com/watch/80119411?tctx=29%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80119411%2C,['Critically Acclaimed Crime TV Dramas'],False,tt1034007,7.6,"39,861",2017,TV-MA,267 min,"Biography, Crime, Drama",N/A,"Sarah Gadon, Edward Holcroft, Rebecca Liddiard","Grace, an Irish immigrant in 19th-century Canada, is convicted of the murder of her employer. However, things take a different turn when a psychiatrist arrives to analyze her mental state.",Nominated for 1 Primetime Emmy. 11 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMjI4OTI1NTkwNV5BMl5BanBnXkFtZTgwMDc0ODc0MzI@._V1_SX300.jpg,,1,series,7.6,39861
Tehran,81577018,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYmDrv1qPB7lc0BVHM2KEm_jvrO0UgNeB5kP39tS9coDrUApyQrWQbXgqSq0uW8u_IlWJr4OHyVrIqpf1eFYTWgvUveQAhkj2bI.webp?r=2ff,https://www.netflix.com/watch/81577018?tctx=26%2C21%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81577018%2C,['Because you watched Dabba Cartel'],False,tt10577736,7.6,"26,276",2020–,TV-MA,31S min,"Action, Crime, Drama",N/A,"Niv Sultan, Shaun Toub, Shila Ommi",A Mossad agent embarks on her first mission as a computer hacker in her home town of Tehran.,5 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMDA5ZTVjM2EtM2EwMy00NzJiLWI5MjktYWUwYzAwYjE5N2FkXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.6,26276
Last Samurai Standing,81607397,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQ4_2B_afUOHTYHEeu_rTwFGObUJiDFKlpUpijCYXNEqd8SrJu4Cbmefw1-0Uju6-h1Z44fs29IZV3dUQr1AYUQ5mani7uOvjiY.jpg?r=20d,https://www.netflix.com/watch/81607397?tctx=1%2C1%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81607397%2C,"['Continue Watching for parab.aryan', 'Action TV', 'Suspense Series Based on Books']",False,tt32237534,7.6,"16,802",2025–,TV-MA,N/A,"Action, Drama, History",N/A,"Gaku Hamada, Arata Iura, Tetsushi Tanaka","In 1878, 292 samurais gather for a battle royale lured by a 100 thousand yen prize. Wooden tags are given, last survivor reaching Tokyo wins. Shujiro Saga participates to save his sick family. A dangerous game of survival unfolds ...",1 nomination total,https://m.media-amazon.com/images/M/MV5BODAxNWYyOTgtN2YyMS00MzU1LWFkNzYtYmQyYmJjMGQ2ZGM0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,16802
Messiah,80117557,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSKUne3CX3BSe-quUyVKa6y0YzMEgr6k91EFQ7cmCW3danaaxleiwAGe79XkTylTmSnVrI3XSfiM6SiMLjYH4ms5Xfm7ul6zVwg.jpg?r=934,https://www.netflix.com/watch/80117557?tctx=25%2C17%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80117557%2C,['US TV Thrillers'],False,tt7671598,7.6,"48,961",2020,TV-MA,43 min,"Drama, Mystery, Thriller",N/A,"Michelle Monaghan, Mehdi Dehbi, John Ortiz","When a C.I.A. officer investigates a man and his followers who attract international attention through acts of public disruption, she embarks on a global high-stakes mission to uncover whether he is a divine entity or a con artist.",2 nominations total,https://m.media-amazon.com/images/M/MV5BOTA2Y2M2ZWItY2Q3NS00ODY2LTg5MmUtY2Y1YzBjMGNmYzQ3XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,48961
Karma,81703410,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVEm7a_a2l6I5gcOMcammO95Tz5DxZhSHYYAt6tvFmUJ1c60fFGxDrRIPg4eVvfIvxVrSXsf2V1fn12JYMKk-DNYO1m6IeYi0fk.jpg?r=7f4,https://www.netflix.com/watch/81703410?tctx=29%2C15%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81703410%2C,['Critically Acclaimed Crime TV Dramas'],False,tt29921070,7.6,"6,391",2025–,TV-MA,N/A,"Crime, Drama, Thriller",N/A,"Park Hae-soo, Shin Min-a, Lee Kwang-soo","Bound by their harrowing destinies, a physician plagued by nightmares, a man shaken after his world was unexpectedly disrupted and a debtor drowning in private loans become caught in inescapable circumstances.",4 nominations total,https://m.media-amazon.com/images/M/MV5BM2MxOWNmOTUtM2U1MS00MmViLTg5NjgtYmM5YmQxOWM0NjRiXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,6391
Pyaar Ka Punchnama,80165854,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABT8nP4HSC4XT4Iqw0iAkjcJoC4Mnu6WnbPp6KMi0MUPX53F9SVloyZsTwAgfBHXM_nZV9mhigf1xqR_hQ8UR0LwicLsdKKEuaps.webp?r=ec4,https://www.netflix.com/watch/80165854?tctx=9%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80165854%2C,['Wanna Feel Like It’ll All Work Out?'],False,tt1926313,7.6,"22,942",2011,Not Rated,149 min,"Comedy, Drama, Romance",Luv Ranjan,"Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma",Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWEzM2I5OGYtODI1NS00OWJlLWIxY2MtM2MyMTlmZjMwM2I4XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.6,22942
Vagabond,81095101,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABc56xQwkBN-x_SXM57JyiuzeViZSfpDzKbiwnCw2_t0zUc8OywrJYwyTAOt4PaFEp0-e4VhXgzYNXhJKAH6N065hY13fY7Tx8Hw.jpg?r=13b,https://www.netflix.com/watch/81095101?tctx=20%2C34%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81095101%2C,['Spies and Secret Agents'],False,tt0089960,7.6,"15,366",1985,Not Rated,105 min,Drama,Agnès Varda,"Sandrine Bonnaire, Macha Méril, Stéphane Freiss","A young woman's body is found frozen in a ditch. Through flashbacks and interviews, we see the events that led to her inevitable death.",8 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZTY2NTQwNjMtYmQ4OS00M2MwLTk1MGEtYzMyNTBlMzIyY2QyXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.6,15366
A Man on the Inside,81677257,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdyIQ5wx7U0MlSxX2c8jekYut7Fbnh74qDolw09lmBV6rT5xLLA1fFWYEizrWISkjCI35B5y99PWZR3xuR35Eh3s1-k9B6mFDKU.jpg?r=e78,https://www.netflix.com/watch/81677257?tctx=3%2C5%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81677257%2C,"['Recovery-mode Recommendations', 'Wanna Feel Like It’ll All Work Out?', 'Acclaimed Writers', 'Because you liked Gilmore Girls', 'US TV Shows Dubbed in Hindi']",False,tt26670955,7.6,"42,370",2024–,TV-14,N/A,"Comedy, Crime",N/A,"Ted Danson, Mary Elizabeth Ellis, Lilah Richcreek Estrada","Charles, a retired man, gets a new lease on life when he answers an ad from a private investigator and becomes a mole in a secret investigation in a nursing home.",2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMGZiMTFjZDUtYWI1MS00YjFkLWFhMGUtZTdkY2YxY2M2MzJkXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.6,42370
The Sandman,81150303,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVms-pswCpp2V97ZEAzEtWFfO8m5ChjsjVvXbmu5WHQXGLLVH5gQ1MXgZIveGNF1WOib5gC1g6kIGm0RFhJX9iiYBPC0Fua_T78.jpg?r=ee1,https://www.netflix.com/watch/81150303?tctx=7%2C23%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81150303%2C,"['In a Mood', 'Epic Worlds']",False,tt1751634,7.6,"206,307",2022–2025,TV-MA,1 min,"Drama, Fantasy, Horror",N/A,"Tom Sturridge, Vivienne Acheampong, Patton Oswalt","Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",Nominated for 1 BAFTA Award10 nominations total,https://m.media-amazon.com/images/M/MV5BNjk0M2ZhZTQtZjQ0NC00ODA2LWFkN2ItMTA0ZTc0MjJjODg0XkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.6,206307
All of Us Are Dead,81237994,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaLL6yO-Wv1rqSTgw3mMRfKNlWADqmuOI1QmnTutlgXHIHyUipGv7RzllA10cHo56OP0saEmOUntD6fm_ASz83m5HJl0YgRRDjU.jpg?r=7db,https://www.netflix.com/watch/81237994?tctx=2%2C12%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81237994%2C,"['Now Leaving Hawkins, Indiana', 'TV Dramas', 'Only on Netflix', 'Horror TV Serials', 'Critically Acclaimed TV Dramas']",False,tt14169960,7.6,"85,468",2022–,TV-MA,N/A,"Action, Drama, Fantasy",N/A,"Park Ji-hu, Yoon Chan-young, Cho Yi-hyun",A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected.,2 nominations total,https://m.media-amazon.com/images/M/MV5BZDY4ZmZhNzMtNjdkMC00NTE3LWFjYzQtOGE4OTllOGY1NTk5XkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.6,85468
The Boy Who Harnessed the Wind,80200047,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbGMaWGkGqbE5uAY4quRs6WJ1W56jigwx_QTRZLOsKcoe1Ggj1twvllqGXlG2s3EkEyw_hN5QO5W-7F9AGvAZT00huvTPii9REk.jpg?r=f88,https://www.netflix.com/watch/80200047?tctx=14%2C29%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80200047%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt7533152,7.6,"49,131",2019,TV-PG,113 min,"Biography, Drama, History",Chiwetel Ejiofor,"Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo","Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNjM2OTg5MTA0OV5BMl5BanBnXkFtZTgwNTMyNTY0NzM@._V1_SX300.jpg,,,movie,7.6,49131
You,80211991,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQzL2IbPuP5S0CSvqaPGOq93XzCZE27grO6dIA7BJJ6PGD1erxVsOx4ZegHBtm6AZJ6krLdT6wuzkPCWIbK0pENOpwPP6kHr3s4.jpg?r=1f2,https://www.netflix.com/watch/80211991?tctx=7%2C3%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80211991%2C,['In a Mood'],False,tt7335184,7.6,"353,019",2018–2025,TV-MA,45 min,"Crime, Drama, Romance",N/A,"Penn Badgley, Victoria Pedretti, Charlotte Ritchie",He's the perfect man - until his love becomes the most dangerous thing in your life.,4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTVlYmRhMWQtNmE0Yi00ODM1LWEzMWEtNTQzZGZhODRmZTE0XkEyXkFqcGc@._V1_SX300.jpg,,5,series,7.6,353019
Maniac,80124522,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSi2wtR3LJ3tE7mRr_o1MNYIUEkes47kVVhSYS338G-_4-daeDaBmiKIKYcbhgslAc3rIivWOsmZFzAVE39EdHGr_hLylupXz0Y.jpg?r=4b4,https://www.netflix.com/watch/80124522?tctx=5%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80124522%2C,['Sci-Fi TV'],False,tt5580146,7.6,"91,594",2018,TV-MA,386 min,"Comedy, Drama, Sci-Fi",N/A,"Emma Stone, Jonah Hill, Sonoya Mizuno","Two strangers are drawn to a mysterious pharmaceutical trial for a drug that they're assured will, with no complications or side-effects whatsoever, permanently solve all of their problems. Things do not go as planned.",2 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNDA0OWI5YzgtOGYzNy00ODdhLTk0ZGQtNDY4ODFiNTAyOGQ4XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,91594
Future Man,80214767,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYXrr_z-h5HENG_jQSfNB2o0aqJ2hDH__tguClNPBhGZo571klndBC7Tlc0MTar3jJ_sX_xU6qFh-C-fS14HO29KPszGDxs-QFs.webp?r=2a4,https://www.netflix.com/watch/80214767?tctx=5%2C12%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80214767%2C,['Sci-Fi TV'],False,tt4975856,7.6,"30,868",2017–2020,TV-MA,2 min,"Action, Adventure, Comedy","Evan Goldberg, Seth Rogen","Josh Hutcherson, Eliza Coupe, Derek Wilson","Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity.",3 nominations total,https://m.media-amazon.com/images/M/MV5BODExYjljNzEtMDc3ZC00MzAwLTg3MzMtN2M4NWNkMmE3N2U5XkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.6,30868
Detective Byomkesh Bakshy!,80043137,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXEX9rjAkafb_oSMJT_zxen9184uiThYYkmr4qC1W2hLf3R9O5kUhTmqzEAXHf6Cta-_bF0nFwGP6lduAAPDurewZRH8d9IYbh0Dsd5TuwinlBR3x-OPtLXcnS7dvYA9E2AuNLzBNkmgwL53nnDW-SaDNG0jkok0PSxe7pNQ67sN.webp?r=146,https://www.netflix.com/watch/80043137?tctx=16%2C38%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80043137%2C,"['Thrillers & Horror Movies', 'Because you watched Dabba Cartel', 'Because you watched Ulajh']",False,tt3447364,7.6,"24,626",2015,Not Rated,139 min,"Action, Crime, Drama",Dibakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi",Detective Byomkesh Bakshy is set in the 2nd World War torn Calcutta during the 1940s. Enter a magical world of nostalgia and 'Expect the Unexpected'.,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjE2MDgyOTgzN15BMl5BanBnXkFtZTgwNzY2NTYyNTM@._V1_SX300.jpg,,,movie,7.6,24626
Inside Man,81332052,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABb3dlF6sdvKLCwqbZaDk98U-cZyXRbAiAl4MYRhMYAYNW6vI_ytHMLqtkGS3jezuawaRsBgOYYNiVHc3fhxl2x54wt_qnwFe9wI.jpg?r=88a,https://www.netflix.com/watch/81332052?tctx=4%2C24%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81332052%2C,"['Criminal Investigation TV Shows', 'Bingeworthy Suspenseful TV Shows']",False,tt0454848,7.6,"420,615",2006,R,129 min,"Crime, Drama, Mystery",Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster","A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZWFmMDZkYjktMjYyOS00MTM2LTg2MmQtOTUwMzJjMDlhZDY1XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.6,420615
The Chestnut Man,81039388,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABURhkgn1C38ZHeYGJV_gpQVRc7H6vtJTOhOFNyey42xoHAlc76m_tpF67LjmLysHvfBRmAVPqqwC9xJMKw7dp-bmki6VUHrb5VA.jpg?r=c9e,https://www.netflix.com/watch/81039388?tctx=4%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81039388%2C,"['Criminal Investigation TV Shows', 'Suspense Series Based on Books']",False,tt10834220,7.6,"58,590",2021–,TV-MA,N/A,"Crime, Drama, Mystery",N/A,"Danica Curcic, Mikkel Boe Følsgaard, Iben Dorner","A figurine made of chestnuts is found at the scene of a grisly murder; from this creepy clue, two detectives hunt for a killer linked to a politician's missing child.",6 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzgyOThkNzEtMjUwMC00YTMyLWFjOTUtMGExMTE2NmY4YTBmXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.6,58590
